coursename,courseid,accouncementcount,groupdiscussioncount,individualdiscussioncount,sectioncount,assignmentcount,gradedassignmentcount,nongradedassignmentcount,modulecount,wikipagecount,assignmentattachmentcount,courseattachmentcount,groupcount,quizcount,quizquestioncount,externaltoolcount,moduleurlcount,tacount,studentcount
MAT 275: Modern Differential Equations (2018 Fall),72360000000003044,0,0,0,1,0,0,0,0,0,0,18,0,0,0,0,0,0,26
KEEN Faculty Development,72360000000002248,0,0,5,1,0,0,0,5,3,0,33,0,0,0,0,8,0,20
SGS 303: Global Trends (2018 Fall),72360000000003697,1,0,12,1,25,25,0,6,0,11,27,0,0,0,0,0,0,32
DEV_FSE394_Spring2019,72360000000007571,0,0,9,1,0,0,0,8,62,0,25,0,0,0,1,0,0,0
ARS 498 Greek Sculpture:  Geometric through Hellenistic (DEV),72360000000003575,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BIO 360: Animal Physiology (2019 Spring),72360000000005718,15,0,1,1,9,9,0,3,9,0,65,0,0,0,0,0,0,0
DEV HCR 400 (Spring 2019),72360000000007681,1,0,1,1,0,0,0,1,12,0,42,0,0,0,0,0,0,0
Dev-canvas-4-sipachec,72360000000007091,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HC T1 Canvas Transition,72360000000000891,1,0,1,1,4,4,0,1,1,0,0,1,1,1,0,0,0,1
Verifying capabilities canvas - null,72360000000006125,0,0,0,1,2,2,0,0,0,0,2,0,1,1,0,0,0,0
MLS 590: Reading and Conference (2019 Spring - A),72360000000007374,6,0,4,1,11,11,0,8,45,0,27,0,0,0,4,0,0,0
How to update iSearch Profile (Dev),72360000000004137,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOS 111/PUP 190: Sustainable Cities (2018 Fall B Online - Hagen),72360000000004715,8,90,8,1,11,11,0,9,42,24,13,99,2,3,8,0,5,399
FSE 100 P (2018 Fall),72360000000003153,0,0,0,1,33,33,0,17,68,67,97,11,1,1,0,0,0,40
Dev-canvas-4-namazeen,72360000000008257,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0
ECN 211: Macroeconomic Principles 2018 Fall - A,72360000000002159,26,0,4,1,21,21,0,8,39,0,507,0,5,130,7,19,0,256
LIA 101: Student Success in CLAS (2018 Fall),72360000000004051,10,0,12,1,31,31,0,12,22,14,25,0,0,0,0,2,0,24
Kate Eaton Tutorial Site,72360000000005150,0,0,0,1,4,4,0,1,20,0,48,2,0,0,3,0,0,4
SES 106: Habitable Worlds (2018 Fall - B),72360000000006543,2,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,2,329
Rader's App Testing for ASU Root,72360000000000731,0,0,0,1,8,8,0,3,2,1,0,0,0,0,2,3,0,2
DEV MTC 525: Pedagogy of Theory (DEV),72360000000002749,0,0,6,1,25,24,1,2,19,0,49,0,0,0,0,0,0,0
ARB 411: Advanced Arabic Skills II (2019 Spring),72360000000005533,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AME 394: Improvising Cyborgs (2018 Fall),72360000000004701,4,0,3,1,6,6,0,0,11,0,19,2,0,0,0,0,0,28
REL 321: Religion in America (2018 Fall - B),72360000000001727,5,2,3,1,7,7,0,6,32,0,89,6,1,5,3,0,0,59
CHM 116: General Chemistry II Laboratory (2018 Fall),72360000000002861,20,0,2,6,22,22,0,10,62,47,318,11,6,6,0,3,0,180
My Development Class,72360000000004521,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Canvas Course Request Demo,72360000000002027,0,0,1,1,1,1,0,2,1,0,0,0,0,0,0,0,0,0
CHM 481: Geochemistry (2018 Fall),72360000000002363,4,0,0,1,1,1,0,0,0,0,36,0,0,0,0,0,0,11
AGB 414: Food and Agribus Policy Issues (2018 Fall),72360000000002996,2,0,3,1,27,27,0,14,25,7,51,11,8,43,5,2,0,12
ASU 101-CEE: The ASU Experience (2018 Fall - A),72360000000004252,26,0,0,1,11,11,0,0,0,26,24,6,0,0,0,0,1,19
Dev-canvas-4-aanokye,72360000000008139,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Canvas Dev - Sandbox - null,72360000000005722,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0
SOC 332: The Modern City (2019 Spring - A),72360000000008424,21,0,7,1,7,7,0,0,0,0,0,0,0,0,0,0,0,0
test,72360000000007464,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DEV-2019Spring-HST325,72360000000007439,0,0,8,1,13,13,0,21,43,0,61,0,0,0,4,0,0,0
ENG 354: Af/Am Lit: Harlem Renais-Pres (2019 Spring),72360000000008183,13,0,9,1,25,25,0,0,0,0,0,0,0,0,0,0,0,0
Jennifer Harrison's Dev Shell,72360000000000072,0,10,0,1,0,0,0,0,4,0,0,10,0,0,0,0,0,0
HST 306: The Veteran Experience (2018 Fall - B),72360000000005322,7,60,7,1,9,9,0,9,69,0,29,10,0,0,4,0,1,91
HCR360 Data Security (DEV),72360000000005010,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Visual Narratives (2018 Fall),72360000000001771,6,1,5,1,8,8,0,8,0,3,29,1,0,0,0,0,0,23
MSE 550,72360000000007339,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR 321 demo,72360000000002180,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENG 420 Multicultural Autobiographies (DEV),72360000000002902,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
LIA 101: Student Success in CLAS (2018 Fall),72360000000003990,29,0,11,1,30,30,0,12,22,11,25,0,0,0,0,2,0,20
Dev-canvas-4-lddoane,72360000000008259,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shiota Canvas Training Course,72360000000007901,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BUS 434: Risk Management and Insurance (2018 Fall - B),72360000000006351,9,0,1,1,11,11,0,8,27,0,34,0,0,0,7,0,0,67
GIS 270: Stats for Geography ,72360000000005857,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019 Spring Incoming MLS Online,72360000000005466,2,0,1,1,0,0,0,15,54,0,78,0,0,0,0,5,0,56
Physio Psych,72360000000005225,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sandbox - SILC - LISI - Sipka,72360000000000798,6,0,1,1,2,2,0,8,0,0,14,0,2,3,0,18,0,40
HCR 265: Regulatory Essentials II (2018 Fall - B),72360000000001977,3,0,8,1,13,13,0,5,50,2,98,0,0,0,0,0,0,8
Lynch Training Fall 2018,72360000000005030,3,0,1,1,3,2,1,0,2,1,0,2,0,0,0,0,0,1
DEV-2019Spring-GIT250,72360000000007739,3,1,10,1,20,20,0,21,56,0,37,1,0,0,4,0,0,0
COM 494: Interview/Listening/Digi doc (2019 Spring),72360000000008107,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
SCM 502: Operations and Supply Mgmt (2018 Fall - DYN - EMBA),72360000000001606,1,0,0,1,15,13,2,10,10,0,50,0,0,0,5,11,0,32
DEV JUS 633,72360000000008191,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wednesday - AST 113: Astronomy Laboratory I (2018 Fall),72360000000003863,11,0,0,1,37,37,0,0,1,0,41,0,23,181,1,0,0,18
HCD 432,72360000000005943,0,0,0,1,0,0,0,2,8,0,5,0,0,0,4,0,0,0
HSD 504: Socio-Technological Systems (2019 Spring),72360000000008122,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LIA 194: DiscSem:Movies & Mental Health (2019 Spring - A),72360000000007751,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dev-canvas-4-tshepard,72360000000006025,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0
FAS 390,72360000000006680,0,0,0,1,0,0,0,14,15,0,31,0,0,0,0,3,0,0
DEV-PAF505-MasterCourse,72360000000008135,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EDT 593: Applied Project (2018 Fall),72360000000003351,6,0,3,3,16,16,0,9,22,69,26,2,0,0,4,0,0,48
SOS 520: Research Design (2018 Fall),72360000000002185,23,0,3,1,12,12,0,11,38,3,58,0,1,1,2,0,0,23
DEV-X-SPE580-MLFTCOnline,72360000000004855,0,0,3,1,3,3,0,2,17,0,2,0,0,0,4,0,0,0
Dev-canvas-4-lluecke,72360000000007939,0,0,1,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0
"Respondus, Studymate, Monitor and LockDown Browser Resource Site",72360000000003459,3,0,0,1,4,4,0,2,4,0,48,0,0,0,0,0,0,0
FSE 100: Intro. to Engineering - C,72360000000004089,1,0,0,1,38,38,0,15,59,25,79,24,0,0,0,0,3,41
TEL 315: Child and Adolescent Development (Development - Online),72360000000006851,0,36,6,1,17,17,0,9,76,0,48,10,0,0,4,0,0,0
DEV-X-TEL705-EdDOnline,72360000000004406,0,45,22,1,22,22,0,8,22,0,38,5,0,0,4,0,0,0
PSY 290: Research Methods (2019 Spring - A),72360000000005690,2,0,5,1,10,10,0,8,87,0,59,0,0,0,4,0,0,0
Dev-canvas-4-djlatimo,72360000000005978,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DEV - HST 104: Western Civ French Rev to EU - F2F,72360000000006047,0,0,1,1,3,3,0,0,4,0,5,0,0,0,0,0,0,0
DEV-GIS270,72360000000003749,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DEV-2019Spring-CHI202,72360000000005365,1,0,8,1,23,23,0,8,26,0,16,0,0,0,6,0,0,0
HCI 421: Healthcare Policy (Fall 2018),72360000000004712,1,0,8,1,14,14,0,10,36,0,369,0,0,0,0,0,0,0
Practice,72360000000006222,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TDM 520: Sustainable Thinking in TDM I (2018 Fall - A),72360000000004132,8,0,8,1,14,14,0,8,30,2,103,0,0,0,3,0,0,16
Dev-canvas-4-lelliot1,72360000000007710,0,0,0,1,0,0,0,2,4,0,0,1,0,0,0,0,0,0
GBL 63: Inter 1 Comm (2018 Fall - A),72360000000004112,11,0,0,1,23,23,0,8,21,8,19,0,0,0,0,0,0,16
JMC 302: Sports Reporting (2019 Spring),72360000000007652,0,0,0,1,19,18,1,4,14,0,22,0,0,0,5,0,0,0
LIA 101: Student Success in CLAS (2018 Fall),72360000000003972,21,0,12,1,31,31,0,12,22,10,27,0,0,0,0,2,0,19
ECN 410: Applied Regression Analysis (2019 Spring),72360000000007026,0,0,0,1,2,2,0,1,21,0,49,0,0,0,3,0,0,0
NTR 350: Nutrition Counseling (2018 Fall),72360000000002875,7,0,0,1,25,25,0,12,63,5,1474,0,0,0,0,0,1,38
GSC 598: Overview of Cybersecurity (2019 Spring - A),72360000000005890,1,0,8,1,23,23,0,8,26,0,16,0,0,0,4,0,0,0
Fairy Tales - Dev,72360000000007060,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Master Class for Teaching Online,72360000000000577,13,0,7,4,11,11,0,9,117,0,496,0,1,4,6,1,0,85
SOS 591: Biodiv Cons & Collab Mgmt (2019 Spring),72360000000007276,0,0,2,1,23,23,0,17,50,0,195,0,0,0,6,4,0,0
ACC 503: EMBA Managerial Accounting (2019 Spring - DYN),72360000000006594,0,0,1,1,4,4,0,10,23,0,77,0,0,0,5,1,0,0
SWU 171,72360000000007201,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BIS 301 15 Week Live,72360000000004866,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dev-MSprout-Sandbox,72360000000003873,0,0,0,1,1,1,0,4,8,0,0,0,0,0,0,0,0,0
ITA 202 Spring 2019,72360000000007482,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0
TEL212-RollingOver,72360000000008168,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACC 241 - Uses of Accounting Info II (DEVELOPMENT),72360000000000795,1,0,1,1,3,3,0,8,52,0,84,0,0,0,5,1,0,0
MGT 591: Business Communication (2019 Spring - DYN),72360000000007028,8,0,0,1,1,1,0,3,0,0,8,0,0,0,5,0,0,0
HCR 343: Hist Cltrl Fnd Integrtv Hlt Cr (2019 Spring),72360000000008081,1,0,9,1,12,12,0,0,0,0,0,0,0,0,0,0,0,0
ASU 101-NU: The ASU Experience (2018 Fall) Suh T 1:30p,72360000000003512,11,0,2,1,27,27,0,17,33,19,86,0,1,5,0,11,1,19
MCO 593: Applied Project (2018 Fall - B),72360000000004625,0,0,1,1,5,5,0,1,29,1,17,0,0,0,3,0,1,3
HCR 461: Corrective Action (2019 Spring - B),72360000000008078,1,0,5,1,9,9,0,0,0,0,0,0,0,0,0,0,0,0
Dev-canvas-4-narayan,72360000000005885,1,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0
BMY 517: Human-Nature Connection (2019 Spring - A),72360000000006313,39,13,18,1,22,22,0,9,50,0,1713,18,0,0,4,2,0,0
DCE 260: 2nd-Yr Creative Practices I (2018 Fall),72360000000004156,17,0,1,1,14,14,0,15,33,2,170,0,0,0,0,15,0,25
MGT 525: SelfTransform Thru ExecConnect (2019 Spring - DYN),72360000000007181,3,0,5,1,10,10,0,0,20,0,35,0,0,0,5,0,0,0
JUS438,72360000000005465,11,0,0,1,22,22,0,10,3,0,44,0,0,0,0,0,0,0
Dev-Canvas-4-almen,72360000000005884,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HED 644: Higher Educ Finance/Budgeting (2019 Spring - A),72360000000008084,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COE 502 (2017 Spring),72360000000007521,14,0,0,1,36,36,0,10,1,0,54,0,0,0,0,0,0,0
2018Fall_MAT142_Ozcan_87661_10:30 AM,72360000000003517,1,0,0,1,42,42,0,6,56,0,67,0,0,0,0,1,0,20
DEV_MALM_Orientation,72360000000005931,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dev-canvas-4-tsolorio,72360000000007650,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
DEV-EXW655 - null,72360000000006672,0,0,0,1,12,12,0,3,20,0,83,0,0,0,4,0,0,0
Weiland004 - null,72360000000004207,0,0,0,1,0,0,0,9,3,0,47,0,0,0,0,0,0,0
ENG 101 (Practice) (Dev),72360000000003652,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOC 101 DEV,72360000000007441,20,0,8,1,24,24,0,8,26,0,16,0,0,0,4,0,0,0
Cynthia's Canvas Test Course,72360000000006549,0,0,2,3,17,12,5,5,15,0,32,0,2,14,0,0,1,4
TWC 301: Fundamentals Writing Dig Media (2018 Fall - A),72360000000002703,24,46,20,1,26,26,0,8,32,347,79,12,2,3,0,0,0,44
SWG 533: Diversity/Oppression/Soc Work (2018 Fall),72360000000002619,4,0,1,1,4,4,0,7,38,0,54,8,0,0,0,36,0,20
DEV-2019Spring-HCD432,72360000000008030,4,0,15,1,14,14,0,0,0,0,0,0,0,0,0,0,0,0
DEV-TEL111-BAE,72360000000002816,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kody's Sandbox,72360000000000353,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ECO Course,72360000000007809,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Business writing 302,72360000000002179,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0
PUBSRV Kung Fu Canvas ,72360000000000716,0,0,9,1,4,4,0,14,74,3,58,0,0,0,1,0,0,113
SPE 501 (DEV SHELL),72360000000008218,0,0,0,1,19,19,0,0,0,0,0,0,0,0,0,0,0,0
HST 109: United States to 1865 (2019 Spring - B),72360000000007331,28,0,8,1,17,17,0,23,49,0,40,0,0,0,4,0,0,0
Spa 405,72360000000004886,0,0,2,1,16,16,0,9,30,0,1,0,0,0,0,0,0,0
Dev-SPE579,72360000000001654,1,0,1,1,8,8,0,1,0,0,2,0,0,0,0,2,0,0
ACT 440: Long-Term Actuarial Math I (2018 Fall),72360000000003259,34,0,0,1,29,29,0,3,7,0,10,0,0,0,0,7,0,13
DEV-KIN345 - null,72360000000005112,0,0,0,1,2,2,0,4,50,0,114,0,0,0,0,0,1,0
SPE 423: Cross-Categorical Spec Ed I (2018 Fall),72360000000003636,3,0,1,1,12,12,0,0,0,0,1,0,0,0,0,0,0,28
Dev-canvas-4-macarpen,72360000000007971,1,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0
BLE535: Sociolinguistic Issues/Bilingual (Development Online),72360000000004849,0,0,15,1,16,16,0,9,26,0,19,0,0,0,4,1,0,0
DEV-CRJ520-MasterCourse,72360000000002448,0,0,8,1,11,11,0,8,16,0,126,0,2,4,3,0,0,0
GBL 63: Inter 1 Comm (2018 Fall - B),72360000000006725,6,0,0,1,5,5,0,0,0,0,0,0,0,0,0,0,0,19
Dev-canvas-4-clupoli,72360000000007167,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SDO 598: Risk Assessment/Mgt-Masters (2019 Spring - B),72360000000008186,0,0,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0
EEE 562: Nuclear Reactor Theory (2018 Fall),72360000000001622,15,0,37,1,64,64,0,9,121,6,118,2,34,67,0,56,2,20
BIS 402: Journeys ,72360000000006057,3,0,7,1,27,27,0,5,48,3,43,0,3,10,6,0,0,65
ECN 231: Honors Business Statistics (2019 Spring),72360000000007025,0,0,0,1,2,2,0,1,21,0,49,0,0,0,3,0,0,0
ENG 301 Session B,72360000000006215,6,8,2,1,18,18,0,6,3,0,8,6,0,0,0,0,0,19
MKT 303: Honors Marketing Theory ,72360000000005804,0,0,0,1,13,13,0,1,23,0,72,8,0,0,3,0,0,0
NUR 670: Curriculum Development (2019 Spring),72360000000007282,1,0,6,1,11,11,0,0,0,0,0,0,0,0,0,0,0,0
SCM 300: Global Supply Operations (2018 Fall C),72360000000002597,13,0,1,1,14,14,0,3,41,0,102,0,2,17,5,0,1,36
CRJ 461: Domestic Violence (2018 Fall - A),72360000000003358,30,0,9,1,19,19,0,7,19,3,93,0,5,12,3,0,0,36
PPE 397: Clinical Experience: PE SED (2019 Spring),72360000000008048,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BIO 202: Human Anatomy ,72360000000004486,14,0,0,1,10,10,0,0,0,0,39,0,3,40,0,0,0,34
DEV-JUS350-aarzubia,72360000000005259,10,0,7,1,15,15,0,9,76,0,149,0,1,1,3,0,0,0
Adobe Premiere Pro,72360000000006227,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IAP 201: Intro to Interdisciplinary Art (2018 Fall),72360000000001923,5,0,0,1,10,7,3,0,0,10,16,0,0,0,0,0,0,30
SDO 598: Psychology of Conflict- Masters (2019 Spring),72360000000006889,0,0,1,1,2,2,0,14,38,0,14,0,0,0,11,0,0,0
PHI 120: Intro to Medical and Bioethics (2018 Fall),72360000000004481,0,0,1,1,8,8,0,0,0,9,0,0,0,0,0,0,1,24
DEV-FieldEducation-MasterCourse,72360000000006559,1,0,1,1,0,0,0,5,42,0,119,0,0,0,3,0,0,0
CRJ 516: Seminar in Crim Jus Org & Mgmt (2018 Fall - A),72360000000003086,16,0,6,1,19,19,0,13,34,8,105,0,0,0,3,0,0,23
Dev-canvas-4-mproberf,72360000000008128,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Let's go on an Adventure!,72360000000000680,2,0,0,1,2,2,0,5,8,0,19,0,0,0,9,2,0,0
MAT 210: Brief Calculus (DEV),72360000000007423,0,0,0,1,18,18,0,34,97,0,50,0,0,0,0,0,0,0
ENG 102: First-Year Composition (2018 Fall - B),72360000000004656,7,0,3,1,12,12,0,0,9,8,37,0,0,0,0,0,0,17
DEV-2019Spring-SPA428-dulce,72360000000006197,9,0,8,1,11,11,0,15,66,0,80,0,0,0,4,0,0,0
Lukes Test Import,72360000000000325,57,0,2,0,72,72,0,97,235,0,271,0,0,0,0,0,0,0
ASU Library Resources and Modules,72360000000003011,0,0,0,1,10,10,0,18,47,0,19,0,0,0,1,19,0,2
CRJ 315 - Police Organizations - DEV,72360000000002325,0,0,0,1,2,2,0,2,21,0,268,0,0,0,3,0,0,0
DEV-ENG535-Jane-Austen,72360000000007333,8,0,15,1,20,20,0,24,63,0,30,0,0,0,4,0,0,0
PSY 432: Embodied Cognition (2019 Spring),72360000000005925,4,0,8,1,34,34,0,15,27,0,116,0,0,0,0,0,1,0
Mark LaRubio's Sandbox,72360000000004074,0,0,1,1,3,3,0,0,1,0,0,0,0,0,0,0,0,0
Dev-canvas-4-Mispino,72360000000007240,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019 Spring WPC 484 - Roman - null,72360000000005992,0,0,0,1,29,29,0,2,15,0,28,0,0,0,2,0,0,0
DEV-PAF300-MasterCourse,72360000000008099,0,0,9,1,14,14,0,0,0,0,0,0,0,0,0,0,0,0
OGL 320: Foundations Project Management (2018 Fall - B),72360000000002112,0,0,8,1,23,23,0,8,53,0,52,0,0,0,3,0,0,12
FSE 100: Introduction to Engineering (2018 Fall),72360000000002788,3,0,0,1,25,25,0,14,56,38,77,11,0,0,0,1,0,43
NTR 300: Computer Appls in Nutrition (2019 Spring - A),72360000000006246,0,0,10,1,21,21,0,9,69,0,63,0,1,2,4,0,0,0
DEV-2016-ONLINE_SPA473 - null,72360000000007275,0,0,6,1,16,16,0,28,85,0,111,0,0,0,4,0,0,0
"SDO 598: U.S. Law & Legal Analysis - Masters (2018 Fall C, 94044)",72360000000002132,12,0,16,1,48,48,0,17,40,3,66,0,2,5,13,0,0,15
DEV - HST 109: United States to 1865 - Online,72360000000006105,2,0,5,1,5,5,0,15,39,0,95,0,0,0,13,0,0,0
DEV-EEE533,72360000000006338,2,0,8,1,9,9,0,7,38,0,76,0,0,0,9,0,0,0
Theatre Studio Reservations,72360000000004853,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tsafrir Mor BIO 181 Sandbox,72360000000005056,123,2,0,1,93,93,0,23,192,0,824,2,0,0,0,0,0,0
"IAP 101: Art, Artist, and Culture (2018 Fall)",72360000000004343,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,17
REL 494: Inquiry into Religion and Conflict (2018 Fall),72360000000005344,0,0,0,1,0,0,0,0,0,0,6,0,0,0,0,0,1,11
ENG 101: First-Year Composition (2018 Fall),72360000000003632,5,0,0,1,19,18,1,0,0,44,5,0,0,0,0,0,0,23
Dev-canvas-4-amallen5,72360000000006437,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DEV JUS 691 American Indian Community Health,72360000000007474,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Transition,72360000000005816,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SCM 591: Global Logistics (2019 Spring - DYN),72360000000005877,0,0,0,1,2,2,0,2,23,0,42,0,0,0,5,0,0,0
TWC 301: Fundamentals Writing Dig Media (2019 Spring - A),72360000000007133,19,0,10,1,8,8,0,30,63,0,59,0,0,0,4,0,0,0
DEV-Sandbox-valfazel,72360000000001120,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0
SOS 300: Advanced Concepts and Integrated Approaches (2018 Fall B Online - Bavousett),72360000000004674,9,0,1,1,10,10,0,12,81,0,21,0,1,1,4,0,0,82
"WAC 101: Intro to Academic Writing, MWF10:45 (2018 Fall)",72360000000003627,2,14,8,1,20,20,0,5,25,12,80,17,1,2,0,4,0,16
ENG 302: Business Writing (2019 Spring),72360000000007954,1,0,1,1,11,11,0,0,0,0,0,0,0,0,0,0,0,0
NTR 345,72360000000005945,0,0,0,1,0,0,0,2,8,0,5,0,0,0,4,0,0,0
HST 591: Urban History (2018 Fall - B),72360000000004936,23,0,14,1,34,34,0,11,68,2,120,0,1,5,13,0,0,23
Donna Martin's Sandbox,72360000000001757,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Charlotte Sandbox,72360000000006310,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DEV-2018Summer-dacosta,72360000000001708,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TWC 451/551C: Copyright/Intellect Prop/Elect (2018 Fall),72360000000002548,25,0,12,1,21,21,0,8,71,0,162,0,1,1,0,0,0,26
ECD 541: Assessment of Young Children (Development - Online),72360000000003309,0,48,9,1,16,16,0,9,33,0,82,6,0,0,4,0,0,0
ASU 10: ASU Orientation -- 10/1-10/7/18 - 79101,72360000000005555,9,0,2,1,9,8,1,6,81,2,430,0,0,0,4,0,1,83
HST 495: American Experience in Vietnam (2019 Spring - A),72360000000007438,0,0,8,1,13,13,0,21,43,0,38,0,0,0,4,0,0,0
PHI 330: Theory of Knowledge (2018 Fall),72360000000003711,12,0,0,1,5,5,0,0,0,14,51,0,0,0,0,0,0,32
SOS 201: Introduction to ASU and SOS (2018 Fall - A),72360000000003563,1,0,2,1,25,25,0,8,57,2,7,0,0,0,0,0,0,6
EPA 691: Pro-Sem in Eval ,72360000000003296,0,0,0,1,2,2,0,0,19,2,17,0,0,0,0,0,0,7
ASU 194: Personal Leadership Dev. (2018 Fall),72360000000002881,7,0,0,1,20,20,0,11,15,105,8,7,0,0,0,19,0,34
ASU 11: Online Orientation - 9/10-9/16/18 -- 80707,72360000000005052,8,0,2,1,8,7,1,6,82,1,438,0,0,0,4,0,1,53
AGB 435: Commodity Future and Opt Mkts (2018 Fall - B),72360000000005402,21,0,5,1,25,25,0,9,54,2,1217,0,1,6,7,0,1,44
OMT 452: Industrial Human Resource Mgmt (2019 Spring),72360000000007150,2,0,8,1,19,19,0,5,72,0,123,0,0,0,9,0,1,0
JMC 351: Photojournalism I (2019 Spring),72360000000008413,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HSE 325: Human-Computer Interaction (2018 Fall - B),72360000000005287,9,2,8,1,6,6,0,9,78,0,43,2,0,0,4,0,0,33
SCM 593: Project Mngmnt ,72360000000005684,0,0,0,1,2,2,0,2,22,0,41,0,0,0,5,0,0,0
EXW425-Marsit,72360000000005279,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHS Course Blueprint template_Syll page_general,72360000000002211,0,0,0,1,0,0,0,2,12,0,5,0,1,11,4,0,0,0
ART 113: Color (2018 Fall),72360000000004362,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22
SWU 413: Field Instruction Seminar (2018 Fall),72360000000003617,14,0,8,1,17,17,0,17,47,2,86,0,0,0,3,0,0,24
GCU 102: Introduction Human Geography (2018 Fall),72360000000003780,12,0,2,1,10,10,0,0,0,0,19,0,0,0,0,0,1,117
ADE  511 / INT 590 Core Design Studio I,72360000000001460,0,0,1,1,0,0,0,12,1,0,99,0,0,0,0,11,0,0
TEM 250: Design Methodology (2018 Fall),72360000000002075,12,1,0,1,30,30,0,18,49,5,122,7,0,0,4,1,1,24
Introduction to Learning Management Systems (DEV),72360000000003181,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HST 350: Later Middle Ages (2019 Spring),72360000000007546,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DEV - HST 110: United States Since 1865 - Online,72360000000006104,2,0,5,1,5,5,0,15,39,0,95,0,0,0,13,0,0,0
Create in Canvas,72360000000007462,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
