coursename,courseid,accouncementcount,groupdiscussioncount,individualdiscussioncount,sectioncount,assignmentcount,gradedassignmentcount,nongradedassignmentcount,modulecount,wikipagecount,assignmentattachmentcount,courseattachmentcount,groupcount,quizcount,quizquestioncount,externaltoolcount,moduleurlcount,tacount,studentcount
SPA 429_Estevez,72360000000005251,0,0,5,1,13,13,0,16,35,0,4,0,0,0,0,0,0,0
Canvas Course Request Demo,72360000000005817,3,0,0,1,12,12,0,0,10,0,17,0,0,0,0,0,0,0
Dev-canvas-4-eestrad9,72360000000007084,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0
COM 230: Small Group Communication (2018 Fall),72360000000003275,14,13,2,1,11,11,0,0,3,10,9,5,0,0,0,0,0,28
ACC 508: Gen Audit Analytics using AIS (2018 Fall - DYN),72360000000002687,0,0,0,1,17,17,0,9,12,4,30,0,0,0,5,0,1,38
Dev-canvas-4-atsaw,72360000000008260,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GRA 221: Letterform (2018 Fall),72360000000003728,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,24
GLG 101: Intro to Geology I (Physical) (2019 Spring),72360000000008119,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dev-canvas-4-Davidpm,72360000000008251,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DEV-2018Fall-EEE350-ctepede-2,72360000000005647,1,0,2,1,12,12,0,9,83,0,962,0,0,0,4,0,0,0
Yuna Buhrman's Dev Shell,72360000000000086,0,0,0,1,6,5,1,1,23,0,62,4,0,0,1,0,0,0
Lena's Canvas Development,72360000000007551,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
DEV-ASUO-IBC608-MASTER,72360000000007555,4,3,7,1,12,12,0,46,157,0,88,3,0,0,4,0,0,0
NUR 495: Public ,72360000000004657,1,0,10,1,19,19,0,27,102,0,189,0,0,0,3,0,0,0
Course Quota Testing - Source,72360000000007607,0,0,0,1,0,0,0,0,1,0,36,0,0,0,0,0,0,0
CRJ 303: Statistical Analysis (2018 Fall - A),72360000000003075,11,0,9,1,18,18,0,8,40,13,1813,0,3,4,3,0,1,37
JUS 445: Surveillance and Society (2018 Fall),72360000000003646,1,0,0,1,28,28,0,28,0,49,33,0,0,0,0,26,0,28
ENG 102: First-Year Composition (2019 Spring),72360000000007460,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CRJ 302: Research Methods (2018 Fall),72360000000003268,6,0,1,1,4,4,0,3,63,1,43,0,0,0,0,0,1,40
ITA Teacher Training Course Shell,72360000000006809,1,0,0,1,0,0,0,0,159,0,122,0,0,0,0,0,0,0
Bruce's Canvas Sandbox for Workshop,72360000000000959,0,0,13,1,41,41,0,15,25,0,20,0,0,0,0,1,0,0
ENG 379: Travel Writing (2019 Spring - A),72360000000006001,0,6,9,1,14,14,0,6,30,0,19,7,0,0,4,0,0,0
Memorial Union Building Managers,72360000000007576,0,0,0,2,9,9,0,0,1,2,0,0,0,0,0,0,1,5
ACC 231: Uses of Accounting Info I (2018 Fall - B),72360000000005469,22,0,3,1,25,25,0,9,48,0,98,0,0,0,6,0,0,242
DEV-Spring2019-ASU21,72360000000007690,5,0,0,1,1,1,0,7,27,0,6,0,0,0,0,0,0,0
DEV-2019Spring-IBC410-MentalDisorders,72360000000006452,0,0,7,1,10,10,0,9,68,0,51,0,0,0,4,0,0,0
NLM 510: The Nonprofit Sector (2018 Fall - A),72360000000003454,21,0,23,1,21,21,0,14,105,60,113,0,0,0,3,0,0,20
FSE 100: Introduction to Engineering (Section 3 PROMOD- 2018 Fall),72360000000003656,13,0,0,1,32,32,0,13,74,28,41,5,0,0,0,0,2,17
MKT 302: Applied Mrktng Mgmt ,72360000000003435,3,6,0,1,11,11,0,9,10,11,75,8,8,138,3,6,0,40
SOS 582 Project Management for Sustainability,72360000000000548,1,0,3,1,8,8,0,8,35,0,69,1,0,0,0,0,0,1
SPA 475,72360000000006661,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LIA 101: Student Success in CLAS (2018 Fall),72360000000004038,25,0,12,1,31,31,0,12,22,6,25,0,0,0,0,2,1,20
SPA 204: Intermed Spanish II Bilinguals (2018 Fall - B),72360000000005334,6,0,4,1,41,41,0,5,135,3,179,0,4,64,4,1,0,19
LIA 101: Student Success in CLAS (2018 Fall),72360000000004040,16,0,12,1,31,31,0,12,22,1,28,0,0,0,0,2,1,21
DEV - PHI 403:Contemp Analytic Philosophy (From 2016 Fall - B),72360000000001474,7,0,16,1,32,32,0,9,58,0,53,0,0,0,3,2,0,0
LIA 101: Student Success in CLAS (2018 Fall),72360000000004025,12,0,12,1,31,31,0,12,22,22,25,0,0,0,0,2,1,24
FMS 380: Race and Gender in Am Film (2018 Fall),72360000000002919,5,0,0,1,20,20,0,16,20,3,43,0,11,91,0,9,0,37
Dev-canvas-4-jscherme,72360000000007250,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INT 121: Intro Cmptr Modl-Interior Dsgn (2019 Spring),72360000000004893,0,0,0,1,6,6,0,9,46,0,58,0,0,0,0,0,0,0
FAS 332: Human Sexuality (2019 Spring - B),72360000000007509,23,0,5,1,13,13,0,21,51,0,37,0,0,0,4,0,0,0
SOS 110: Sustainable World (2018 Fall) (74934),72360000000005071,23,0,0,1,6,6,0,0,0,2,11,0,0,0,0,0,0,10
Community of Scholars,72360000000002020,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BIO 100: The Living World (2019 Spring - A),72360000000008214,12,0,3,1,4,4,0,0,0,0,0,0,0,0,0,0,0,0
DEV-PAF555-MasterCourse,72360000000005505,0,0,5,1,12,12,0,8,20,0,103,0,0,0,3,0,0,0
GAP 20: Academic Foundations I (2018 Fall),72360000000003786,6,2,0,4,22,22,0,11,1,3,0,25,0,0,0,12,0,99
Researchs Techniques in Animal Behavior,72360000000005040,1,0,16,1,45,45,0,16,35,0,43,0,0,0,2,0,0,0
ENG 321: Shakespeare (2018 Fall - B),72360000000005134,4,0,20,1,24,24,0,9,73,0,110,0,0,0,3,0,0,34
DEV - CPP 520 - Master Course,72360000000005906,0,0,5,1,6,6,0,8,29,0,156,0,0,0,3,0,0,0
ENG 108: First-Year Composition (2018 Fall),72360000000003572,28,0,0,1,7,7,0,6,17,6,15,0,0,0,0,3,0,12
DEV NUR 447 (Spring 2019),72360000000007618,1,0,1,1,24,24,0,21,108,0,69,0,0,0,0,0,0,0
CHM 231: Elementary Organic Chemistry (2018 Fall),72360000000001942,33,0,2,1,3,3,0,5,29,0,61,0,0,0,0,29,0,120
THF 126: SoFDT First Year Seminar (2018 Fall),72360000000003231,21,31,6,1,11,8,3,8,14,22,22,46,2,2,0,0,2,105
PSY 598 - Emotion (DEV),72360000000002472,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HCI 538: Innovation and the Individual (2018 Fall - B),72360000000002099,12,0,6,1,15,15,0,8,55,0,185,0,0,0,3,0,0,0
BIO 160: Intro. to Anatomy & Physiology (2019 Spring - B),72360000000007685,1,0,8,1,23,23,0,8,26,0,16,0,0,0,6,0,0,0
Canvas Course Request Demo,72360000000002063,0,0,1,1,2,2,0,1,1,0,0,0,1,1,0,0,0,0
REL 366: Islam in the Modern World (2019 Spring - A),72360000000006126,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASU 101-CEE: The ASU Experience (2018 Fall - A),72360000000004141,12,0,0,1,16,16,0,8,60,39,103,0,0,0,0,16,1,16
SOS 574: Sust Energy Analytics (2019 Spring),72360000000007267,0,0,0,1,0,0,0,17,20,0,78,0,0,0,3,0,0,0
GIT 237 (2018 Fall C),72360000000004238,7,0,8,1,24,24,0,7,31,6,42,0,0,0,0,0,1,15
MAE 585: Solar Thermal Engineering (2018 Fall),72360000000003619,1,0,2,1,30,30,0,15,32,7,114,0,10,100,0,0,2,67
BMI 211: Modeling Biomedical Decisions (2019 Spring),72360000000007924,0,0,2,1,27,27,0,0,0,0,0,0,0,0,0,0,0,0
MGT 430: Negotiations (2018 Fall),72360000000002979,16,3,0,1,35,35,0,5,26,12,68,47,2,7,4,1,0,38
RUS 201: Intermediate Russian (2018 Fall),72360000000004177,0,0,0,1,55,55,0,0,5,0,1,0,0,0,0,0,0,12
DEV - REL 100: Religions of the World - Online,72360000000005758,2,0,5,1,5,5,0,15,39,0,95,0,0,0,13,0,0,0
ART 598: Visual Prototyping (2019 Spring),72360000000006211,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DEV-SWU182-MasterCourse,72360000000005688,0,0,4,4,16,16,0,12,24,0,68,0,1,1,3,0,0,0
COM 207: Intro to Communication Inquiry (2018 Spring) 2018Spring-D-COM207-15281,72360000000006169,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OGL 300: Theory Practice of Leadership (2019 Spring - A),72360000000006907,11,0,10,1,24,24,0,33,64,0,80,0,0,0,4,0,0,0
ACC 571- Taxation of Corporations/Shareholders,72360000000003421,0,0,0,1,0,0,0,2,22,0,41,0,0,0,5,0,0,0
ASW Canvas Training Shell - null,72360000000004649,0,0,1,1,3,3,0,2,1,0,0,0,1,1,0,0,0,0
LIA 101: Student Success in CLAS (2018 Fall),72360000000003966,12,0,12,1,31,31,0,12,22,0,26,0,0,0,0,2,0,18
ENG 101: First-Year Composition--(2018 Fall),72360000000003428,4,0,2,1,21,21,0,3,4,151,38,0,0,0,0,0,0,22
Digital Publishing,72360000000000023,21,5,1,0,19,19,0,35,82,0,125,7,0,0,0,0,0,0
SOS 510: Perspectives on Sustainability (2018 Fall),72360000000002519,34,0,7,1,5,5,0,4,13,2,24,12,2,5,0,0,0,16
ENG 101: First-Year Composition (2018 Fall),72360000000003794,10,0,0,1,14,13,1,4,20,62,24,0,0,0,0,6,0,40
English 302 (DEV),72360000000006350,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Digital Culture Capstone I and II (2018 Fall),72360000000004612,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,64
School of Sustainability Faculty Training,72360000000004546,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASU 101-TPS: The ASU Experience (2018 Fall),72360000000003023,15,0,4,1,26,26,0,16,37,7,166,0,0,0,0,2,1,18
MAT 243 online master shell - null,72360000000003463,0,0,0,1,33,33,0,21,129,0,527,0,33,64,4,0,0,0
Criminal Justice Graduate Orientation,72360000000000761,0,0,0,1,6,6,0,7,35,0,56,0,6,6,5,8,0,89
GPH 213: Climate and Weather (2019 Spring),72360000000006569,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Canvas Training,72360000000007836,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CEL 294: Women In Pol Thght ,72360000000002939,13,0,0,1,0,0,0,9,0,0,35,0,0,0,0,1,0,7
STP 226: Elements of Statistics (2018 Fall),72360000000003029,8,0,0,1,17,17,0,6,5,0,41,0,0,0,0,0,0,51
Mark Pfister's Sandbox,72360000000006143,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DEV-2019Spring-EXW456,72360000000005395,6,0,3,1,19,19,0,33,84,0,102,0,0,0,4,0,0,0
DEV-ASM 494 Evolutionary Medicine and Global Health,72360000000001532,1,0,9,1,13,13,0,14,39,0,82,0,0,0,0,22,2,0
SDO 598: Integrating Legal Principles and Business Practice (Masters - 2018 Fall),72360000000002129,7,0,14,1,40,40,0,16,40,1,56,0,1,3,13,0,0,5
NUR 605: Theory Analysis (2018 Fall),72360000000002429,8,0,1,1,11,10,1,13,34,18,66,0,3,51,0,0,0,4
REL379-Nationalism-Ethnic-Conflict,72360000000004842,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BIO 340: General Genetics (2018 Fall),72360000000003367,26,0,0,6,42,42,0,3,14,0,55,79,1,15,0,0,4,387
Economic Tutoring Center Canvas Course ,72360000000002573,0,0,0,1,2,2,0,13,93,0,101,1,0,0,2,6,0,2446
Canvas Course Request Demo,72360000000002030,0,0,1,1,3,3,0,1,1,0,0,0,1,2,0,0,0,0
Grade Center Test Luke,72360000000000320,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2
ACC 340: External Reporting I (2018 Fall),72360000000003362,18,0,0,1,16,16,0,1,26,1,84,0,10,102,3,15,1,94
CPY 652 Individual Intellectual Assessment (formerly CPY 691),72360000000001936,0,0,0,1,17,17,0,5,6,0,0,0,0,0,0,0,0,0
CHM 325: Analytical Chemistry (2018 Fall),72360000000003225,33,0,0,1,10,10,0,4,24,0,88,0,7,52,0,14,3,105
ARS 394: Islamic Art (2018 Fall - B),72360000000005326,11,0,1,1,9,9,0,5,140,0,307,0,3,78,5,0,0,37
IBC 540,72360000000005668,0,0,7,1,16,16,0,26,97,0,95,0,0,0,4,0,0,0
Cajsa C. Baldini,72360000000004881,0,0,9,1,11,11,0,23,34,0,2,0,0,0,0,0,0,0
FIN 456: 70979 International Financial Mgmt (2018 Fall),72360000000001982,10,0,0,1,11,11,0,2,21,0,49,30,3,57,2,0,0,43
DEV-ASUO-UNI150,72360000000005276,0,0,4,1,12,12,0,46,99,0,54,0,0,0,3,0,0,0
ACC 320: Mgmt Acc for Corp Accts I (2018 Fall - B),72360000000005391,9,0,8,1,35,35,0,9,47,0,87,0,0,0,4,1,0,23
"GTD 598: Gender, Development",72360000000006103,5,0,9,1,13,13,0,9,32,0,50,0,0,0,4,0,0,0
CDE 430: Infant/Toddler Devel in Family (2018 Fall),72360000000002905,36,0,3,1,25,25,0,4,172,0,51,0,3,56,6,0,1,11
WPC 502: Self Discthru Career Coaching (2018 Fall - DYN),72360000000001655,3,0,0,1,8,8,0,5,1,4,18,0,0,0,4,0,1,45
DEV-2019Spring-ASUO-SPA314,72360000000006469,0,0,2,1,34,34,0,28,87,0,211,0,0,0,4,0,0,0
CIS 405: Business Intelligence (2018 Fall - B) T Powers,72360000000006030,20,6,1,1,12,12,0,8,31,0,359,15,2,3,7,0,0,42
GIT 384: Commercial Photography (2018 Fall),72360000000003159,10,0,0,1,11,11,0,6,9,2,22,6,1,9,0,0,0,20
ENG 556: Theories of Literacy (2018 Fall - B),72360000000004571,8,0,10,2,23,17,6,9,80,1,79,0,2,7,3,0,0,9
JMC 414: Digital Graphic Design (2019 Spring),72360000000007359,0,0,0,1,30,30,0,0,0,0,36,0,0,0,0,0,0,0
EMS 507 Strategic Sustainability II,72360000000000714,0,0,5,1,6,6,0,9,71,0,37,0,1,1,6,0,0,0
ENG 101: First-Year Composition,72360000000002274,19,0,8,1,27,26,1,3,1,24,41,0,0,0,0,7,0,20
GPE 95: Academic and Technical Writing (2018 Fall - DYN),72360000000004798,0,0,1,1,7,7,0,1,1,0,0,0,0,0,0,0,0,3
WAC 101: Intro to Academic Writing (2018 Fall),72360000000004251,2,0,0,1,14,14,0,3,0,93,13,0,0,0,0,16,0,39
FSE 494 Online: EPICS Gold: EPICS in Action (2018 Fall),72360000000002534,9,19,5,1,40,40,0,7,33,1,11,2,2,11,0,0,2,4
STAR Budget System,72360000000008187,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOS 220: Systems Thinking (2018 Fall B Online - Onat),72360000000005910,10,0,31,1,39,39,0,9,24,15,48,0,0,0,6,0,0,24
WPC Help Desk Training Site,72360000000006083,0,0,0,1,0,0,0,6,11,0,0,0,0,0,0,0,0,1
ACC 502: Finan Performance Reporting (2018 Fall - DYN),72360000000003820,27,0,0,1,8,8,0,8,0,0,70,0,1,1,5,0,2,90
Spanish conversation and composition,72360000000007880,19,0,1,1,29,29,0,0,0,0,0,0,0,0,0,0,0,0
Transfer2,72360000000005791,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASU 101-CSE: The ASU Experience (2018 Fall),72360000000004436,7,0,0,1,7,7,0,9,35,3,167,0,0,0,0,4,0,19
ABS 270: Sustainable Biological Systems (2018 Fall - B),72360000000005352,0,0,2,1,24,24,0,8,71,0,15,0,0,0,4,0,0,91
ASU 101-CSE: The ASU Experience (2018 Fall),72360000000004437,5,0,0,1,7,7,0,9,35,0,167,0,0,0,0,4,0,19
dev SOS117,72360000000001815,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lynnia's Testing DEV Shell,72360000000000954,0,0,0,1,27,27,0,2,0,0,0,0,0,0,1,5,0,0
Dev-canvas-4-blewkowi,72360000000007323,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Adrian Experimentation,72360000000003376,0,0,1,4,1,1,0,0,0,0,0,0,0,0,0,0,0,9
FRE 102: Elementary French II (2018 Fall - B),72360000000005932,4,0,4,1,28,28,0,4,98,0,60,0,5,17,3,0,0,81
PRM 486 Special Event Management,72360000000005635,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HST 101: Global History Since 1500 (2018 Fall - Barnes),72360000000003665,3,0,2,1,4,4,0,14,22,13,67,0,0,0,0,1,1,61
Dev-canvas-4-hmcilwra,72360000000004796,0,0,0,1,0,0,0,0,7,0,0,0,0,0,0,0,0,0
SCM 300: Global Supply Operations (2019 Spring),72360000000007701,0,0,0,1,2,2,0,1,21,0,49,0,0,0,3,0,0,0
WPC 480: Capstone Course 82151 (2018 Fall),72360000000003473,17,0,0,1,34,34,0,16,11,20,47,8,10,123,3,0,0,37
DEV NUR 405 (Spring 2019),72360000000007215,1,0,7,1,0,0,0,20,81,0,124,0,0,0,0,0,0,0
gender race and econ justice,72360000000005080,16,0,6,1,1,1,0,5,19,0,75,0,0,0,0,0,0,0
RED 514: Synthesis Project #2 Income Pr (2019 Spring),72360000000008425,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
PHI 333: Symbolic Logic (2018 Fall - B),72360000000002093,16,0,14,1,15,15,0,7,48,0,14,0,0,0,3,0,1,51
MKT 450: Social Media and Content Mkt (2019 Spring),72360000000006261,6,0,0,1,13,13,0,11,34,0,50,0,0,0,1,0,0,0
Academic Integrity Tutorial Module,72360000000007831,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0
ART 406 New Genres in Digital Photography - null,72360000000007213,1,0,8,1,23,23,0,8,26,0,16,0,0,0,6,0,0,0
"JUS 374: Holocaust,Genocide",72360000000002629,22,60,8,1,21,21,0,5,84,0,92,10,2,2,3,0,1,47
ASU Online Canvas Student Orientation Module,72360000000005448,1,0,0,0,0,0,0,1,18,0,102,0,0,0,0,0,0,0
BIO 394: The Global Water Classroom (2018 Fall - B),72360000000005317,2,0,8,1,29,29,0,8,48,1,50,0,12,57,6,0,1,53
Dev-canvas-4-iesmail,72360000000007079,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Canvas,72360000000007834,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LIA 194: DiscvrySem Snitches, Rats ",72360000000006171,1,0,10,1,27,27,0,2,35,0,43,0,0,0,2,0,0,14
DEV-ASU07-AGFE,72360000000001023,6,0,0,1,4,4,0,7,27,0,6,0,4,21,0,0,0,0
FSH 203: Fashion Illustration - Hubbell (2018 Fall),72360000000004534,0,0,0,1,10,9,1,0,0,0,0,0,0,0,0,0,0,21
DEV - HST 302: WWII Comparative Perspective - Online,72360000000008058,2,0,5,1,5,5,0,0,0,0,0,0,0,0,0,0,0,0
NUR 325: Health and Illness Concepts I (2018 Fall - B) Mayo,72360000000006470,3,0,4,1,15,15,0,8,66,4,75,0,1,6,0,0,0,32
MCO 494: MassMedia,72360000000006244,0,0,0,1,2,1,1,4,20,0,27,0,0,0,3,0,0,1
GBL 73: ST: English Communication (2018 Fall - B),72360000000006667,11,0,0,1,9,9,0,3,1,3,11,0,0,0,0,0,0,18
PPE 535: Intro to Sport Ed (2019 Spring),72360000000008050,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IEE 461: Production Control (2018 Fall - B),72360000000003645,5,0,1,1,6,6,0,8,17,1,34,0,5,89,0,0,0,22
TEM 494/598: Digital Promotion ,72360000000005706,3,0,8,1,21,21,0,7,57,0,61,0,0,0,3,0,0,0
IDS402 Balkans,72360000000005911,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lab BIO 202: Human Anatomy/Physiology II (DEV) - Zain B,72360000000003684,0,0,0,1,19,19,0,1,29,0,102,0,0,0,0,0,0,0
"MKT 494: Immersive Brand Experience I: Intelligence, Insights, and Strategy (2018 Fall)",72360000000003054,0,0,0,1,22,22,0,6,14,4,40,9,0,0,4,2,0,23
COM 430: Leadership Group Communication (2019 Spring - A),72360000000006477,11,5,8,1,28,28,0,7,47,0,98,3,0,0,4,0,0,0
DEV O-ENG 302,72360000000005086,2,0,12,1,16,16,0,48,87,0,316,1,0,0,0,0,0,0
SCM 532: Supply Chain Cost/Design Issue (2018 Fall - DYN),72360000000007657,0,0,16,1,23,23,0,7,29,0,296,0,0,0,4,0,1,44
DEVCSE511,72360000000005975,0,0,0,1,0,0,0,0,183,0,104,0,0,0,0,0,0,0
DCE 660: Grad Creative Practices III (2018 Fall),72360000000003236,8,0,0,1,4,4,0,2,6,1,10,0,0,0,0,0,1,6
Kdecker8 Canvas Sandbox,72360000000007038,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MKT 494 - MKT494 Data-Driven Marketing (DEVELOPMENT),72360000000000586,1,0,0,1,6,6,0,1,34,0,22,0,1,1,1,0,0,0
LPH 598: Current Issues ,72360000000004615,4,0,0,1,10,10,0,0,0,0,3,0,0,0,0,0,0,2
SPA 586: Chicano/a Novel (2018 Fall),72360000000004197,0,0,0,1,0,0,0,8,0,0,46,0,0,0,0,0,0,10
"SDO 598: U.S. Law & Legal Analysis - Masters (2018 Fall - A, 94435)",72360000000003102,10,0,10,1,39,39,0,11,36,1,56,0,4,5,7,0,0,9
Heather Crook's ENG102 Sandbox,72360000000004414,1,0,0,1,17,17,0,4,1,0,7,0,0,0,0,0,0,0
POS 210i: Political Ideologies (2019 Spring - A),72360000000005720,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NLM520-MasterCourse,72360000000006865,0,1,7,1,28,28,0,10,174,0,638,1,0,0,6,0,0,0
ENG 105: Adv First-Year Composition (2018 Fall),72360000000004446,12,0,2,1,29,29,0,6,2,75,0,0,0,0,0,28,0,25
REL 374 Witchcraft and Heresy in Europe,72360000000001949,1,0,1,1,0,0,0,0,189,0,3,0,0,0,0,0,0,0
DEV-2019Summer-HST580,72360000000008222,6,0,3,1,16,16,0,0,0,0,0,0,0,0,0,0,0,0
CON 598: FM Finance,72360000000007869,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Jami Brown's Sandbox,72360000000002083,0,0,1,1,3,3,0,2,1,0,0,0,0,0,0,0,0,0
ENG 310: Intermediate Creative Writing (2018 Fall - B),72360000000002040,26,0,17,1,34,34,0,7,47,2,24,0,0,0,3,0,0,19
TRN-CompliancePG,72360000000007658,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0
Success Faculty Foundations 2018-2019,72360000000001053,1,0,1,1,18,18,0,21,139,0,21,0,0,0,0,3,0,0
PHY 121: Univ Physics I: Mechanics (2018 Fall),72360000000003615,34,0,0,1,7,7,0,5,17,0,57,0,0,0,0,0,2,190
SWU 413: Field Instruction Seminar (2018 Fall),72360000000003751,8,0,0,1,11,11,0,6,33,6,123,0,0,0,3,0,0,17
"REL 101: Religion, Culture, Public Life (2018 Fall - A)",72360000000002430,36,17,6,1,13,13,0,9,35,5,34,4,3,49,3,0,2,82
COM 451: Comm and Work Relationships (2019 Spring - A),72360000000002196,0,0,1,1,31,31,0,15,111,0,75,0,0,0,0,0,1,0
ACC 512: Advanced Auditing (2018 Fall - DYN),72360000000003293,22,0,0,3,20,20,0,8,21,2,506,0,6,12,2,0,2,190
Bella Panchmatia's Canvas Training Shell,72360000000003065,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PRM 486: Special Events Management (2018 Fall),72360000000004518,10,0,4,1,15,15,0,3,33,7,101,16,2,9,3,0,0,43
SCAP Career Skills,72360000000005648,1,0,1,1,3,3,0,8,159,0,61,1,0,0,4,1,0,139
Sustainability_Certifications,72360000000001849,0,0,1,1,7,7,0,8,57,0,8,0,0,0,0,0,0,65
Dev-canvas-4-asuazhu,72360000000005102,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EPA 565: Critical Topics in Ed Policy (2019 Spring - B),72360000000008172,3,0,0,1,8,8,0,0,0,0,0,0,0,0,0,0,0,0
LES 582--2018 Fall--ExecMBA--82872,72360000000000931,6,0,1,1,7,7,0,5,8,2,21,0,0,0,5,0,4,32
Online M. A. Social Influence and Persuasion,72360000000002876,1,0,8,1,23,23,0,8,27,0,16,0,0,0,3,0,0,0
Shrilatha Dev Site,72360000000000358,13,0,6,2,14,14,0,2,4,0,384,8,7,22,1,1,0,6
Celia Sandbox2,72360000000001274,4,0,3,1,3,3,0,5,35,0,535,0,0,0,0,0,0,1
Com100,72360000000003164,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BIO 201: Human Anatomy/Physiology I (2018 Fall),72360000000004487,10,0,0,1,9,9,0,0,0,0,17,0,0,0,0,0,0,17
PHI 320/ BIO 312,72360000000000663,2,42,9,1,27,27,0,11,26,0,24,127,0,0,8,0,3,1
HST 306: Civil War in Global Perspectiv (2018 Fall - A - Brettle),72360000000004199,16,49,9,1,23,23,0,9,27,20,71,28,0,0,8,0,2,57
ARS345 Art and Television,72360000000002165,0,12,10,1,135,135,0,5,267,0,539,13,0,0,3,0,0,0
EDT 598: Emerging Trends and Technologies for Learning Design (Development - Online),72360000000002559,0,5,3,6,14,14,0,7,24,0,4,8,0,0,5,0,0,0
Canvas Course Request Demo,72360000000002184,0,0,1,1,2,2,0,1,2,0,0,0,0,0,0,0,0,0
ASU 101-NU: The ASU Experience (2018 Fall) Cromar M 12:15p,72360000000003501,12,0,3,1,29,27,2,19,32,40,61,0,1,5,0,12,1,19
DEV - REL 405: Problems in Religious Studies - F2F,72360000000006425,0,0,1,1,3,3,0,0,4,0,5,0,0,0,0,0,0,0
DNP 704: Principls Evidence Based-Care (2019 Spring),72360000000007394,1,0,1,1,0,0,0,1,12,0,42,0,0,0,0,0,0,0
Veterans-Scholar-Program,72360000000006212,4,0,2,1,0,0,0,6,2,0,7,0,0,0,0,0,0,15
2018Fall_MAT142_Karim_92501_1:30 PM,72360000000003488,6,0,0,1,42,42,0,6,56,0,67,0,0,0,0,1,4,104
SOS 111/PUP 190: MASTER (Online),72360000000004921,2,0,8,1,11,11,0,9,45,0,16,0,1,1,7,0,0,0
Media Amp Jim,72360000000000337,0,0,1,1,1,1,0,2,7,0,2,0,1,1,0,1,0,2
CEE 213 Introduction to Deformable Solids,72360000000001288,1,0,0,1,3,3,0,7,19,0,87,0,0,0,0,0,0,0
PLC 102: Elementary Polish (2019 Spring),72360000000005784,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DeAnna's Sandbox,72360000000000341,0,0,13,1,16,16,0,3,30,0,21,0,0,0,0,0,0,0
ENG 553/598 7.5 week,72360000000006320,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Advanced Criminal Theory/Sand Box for Canvass,72360000000001701,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DEV - REL 100: Religions of the World - online,72360000000005755,2,0,5,1,5,5,0,15,39,0,95,0,0,0,13,0,0,0
Canvas course request demo,72360000000004764,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
